SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Nov 09 12:19:08 BRST 2020
User: Administrador
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4F02573
Integration Time (usec): 100000 (USB4F02573)
Spectra Averaged: 1 (USB4F02573)
Boxcar Smoothing: 0 (USB4F02573)
Correct for Electrical Dark: Yes (USB4F02573)
Strobe/Lamp Enabled: No (USB4F02573)
Correct for Detector Non-linearity: No (USB4F02573)
Correct for Stray Light: No (USB4F02573)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345,22	-79,11
345,44	-79,11
345,66	-79,11
345,88	-130,31
346,10	-167,17
346,32	162,55
346,54	103,16
346,75	74,49
346,97	97,02
347,19	125,69
347,41	-1,29
347,63	17,15
347,85	27,39
348,07	90,87
348,29	170,74
348,51	39,67
348,73	88,82
348,95	-40,20
349,16	135,93
349,38	66,30
349,60	185,08
349,82	144,12
350,04	45,82
350,26	185,08
350,48	185,08
350,70	211,70
350,92	160,50
351,14	199,42
351,35	135,93
351,57	150,26
351,79	154,36
352,01	78,59
352,23	90,87
352,45	180,98
352,67	90,87
352,89	8,95
353,10	191,22
353,32	166,65
353,54	72,44
353,76	142,07
353,98	189,18
354,20	133,88
354,42	140,02
354,64	164,60
354,85	228,09
355,07	117,50
355,29	150,26
355,51	154,36
355,73	197,37
355,95	74,49
356,17	156,41
356,38	199,42
356,60	76,54
356,82	146,17
357,04	64,25
357,26	101,11
357,48	164,60
357,69	205,56
357,91	117,50
358,13	189,18
358,35	168,70
358,57	150,26
358,79	258,81
359,01	201,46
359,22	180,98
359,44	234,23
359,66	140,02
359,88	41,72
360,10	228,09
360,32	82,68
360,53	62,20
360,75	168,70
360,97	156,41
361,19	197,37
361,41	262,90
361,62	203,51
361,84	189,18
362,06	156,41
362,28	166,65
362,50	242,42
362,72	172,79
362,93	54,01
363,15	47,87
363,37	258,81
363,59	209,66
363,81	90,87
364,02	283,38
364,24	109,30
364,46	150,26
364,68	142,07
364,90	275,19
365,11	189,18
365,33	170,74
365,55	115,45
365,77	105,21
365,99	148,22
366,20	223,99
366,42	140,02
366,64	119,54
366,86	133,88
367,07	240,37
367,29	137,98
367,51	119,54
367,73	135,93
367,95	178,94
368,16	258,81
368,38	223,99
368,60	178,94
368,82	154,36
369,03	310,01
369,25	223,99
369,47	99,06
369,69	152,31
369,91	211,70
370,12	45,82
370,34	127,74
370,56	115,45
370,78	162,55
370,99	310,01
371,21	105,21
371,43	162,55
371,65	80,63
371,86	176,89
372,08	295,67
372,30	195,32
372,52	142,07
372,73	82,68
372,95	121,59
373,17	66,30
373,39	133,88
373,60	199,42
373,82	164,60
374,04	115,45
374,26	164,60
374,47	113,40
374,69	142,07
374,91	279,29
375,12	170,74
375,34	164,60
375,56	140,02
375,78	172,79
375,99	62,20
376,21	213,75
376,43	160,50
376,65	183,03
376,86	205,56
377,08	125,69
377,30	307,96
377,51	148,22
377,73	148,22
377,95	119,54
378,17	187,13
378,38	119,54
378,60	164,60
378,82	328,44
379,03	203,51
379,25	178,94
379,47	209,66
379,68	142,07
379,90	90,87
380,12	217,85
380,34	185,08
380,55	152,31
380,77	207,61
380,99	197,37
381,20	201,46
381,42	121,59
381,64	68,35
381,85	107,26
382,07	240,37
382,29	213,75
382,50	180,98
382,72	201,46
382,94	166,65
383,15	137,98
383,37	125,69
383,59	207,61
383,80	152,31
384,02	191,22
384,24	189,18
384,45	287,48
384,67	238,33
384,89	92,92
385,10	150,26
385,32	160,50
385,54	240,37
385,75	119,54
385,97	250,61
386,19	287,48
386,40	252,66
386,62	230,13
386,84	162,55
387,05	154,36
387,27	150,26
387,49	131,83
387,70	107,26
387,92	133,88
388,14	86,78
388,35	103,16
388,57	183,03
388,79	203,51
389,00	150,26
389,22	215,80
389,43	199,42
389,65	211,70
389,87	207,61
390,08	156,41
390,30	287,48
390,52	232,18
390,73	207,61
390,95	99,06
391,17	154,36
391,38	203,51
391,60	246,52
391,81	170,74
392,03	74,49
392,25	119,54
392,46	164,60
392,68	297,72
392,89	70,39
393,11	121,59
393,33	189,18
393,54	248,57
393,76	207,61
393,98	246,52
394,19	109,30
394,41	172,79
394,62	76,54
394,84	293,62
395,06	127,74
395,27	125,69
395,49	168,70
395,70	281,33
395,92	94,97
396,13	152,31
396,35	219,89
396,57	125,69
396,78	101,11
397,00	154,36
397,21	252,66
397,43	305,91
397,65	275,19
397,86	279,29
398,08	262,90
398,29	234,23
398,51	99,06
398,72	226,04
398,94	328,44
399,16	320,25
399,37	142,07
399,59	330,49
399,80	219,89
400,02	211,70
400,23	254,71
400,45	267,00
400,67	318,20
400,88	209,66
401,10	232,18
401,31	154,36
401,53	193,27
401,74	217,85
401,96	205,56
402,17	183,03
402,39	203,51
402,61	180,98
402,82	135,93
403,04	238,33
403,25	133,88
403,47	285,43
403,68	172,79
403,90	305,91
404,11	123,64
404,33	103,16
404,54	338,68
404,76	209,66
404,97	197,37
405,19	299,77
405,41	281,33
405,62	336,63
405,84	262,90
406,05	348,92
406,27	195,32
406,48	205,56
406,70	344,82
406,91	252,66
407,13	246,52
407,34	312,05
407,56	396,02
407,77	240,37
407,99	344,82
408,20	383,73
408,42	248,57
408,63	328,44
408,85	254,71
409,06	281,33
409,28	416,50
409,49	242,42
409,71	277,24
409,92	326,39
410,14	285,43
410,35	342,77
410,57	318,20
410,78	189,18
411,00	258,81
411,21	400,12
411,43	408,31
411,64	330,49
411,86	393,97
412,07	414,45
412,29	326,39
412,50	320,25
412,72	402,16
412,93	422,64
413,15	350,96
413,36	379,64
413,58	488,18
413,79	379,64
414,01	387,83
414,22	336,63
414,43	393,97
414,65	375,54
414,86	320,25
415,08	314,10
415,29	379,64
415,51	301,81
415,72	430,84
415,94	381,68
416,15	404,21
416,37	484,08
416,58	295,67
416,80	426,74
417,01	461,56
417,22	473,84
417,44	469,75
417,65	449,27
417,87	389,88
418,08	617,20
418,30	436,98
418,51	504,56
418,73	441,08
418,94	459,51
419,15	484,08
419,37	629,49
419,58	465,65
419,80	568,05
420,01	615,15
420,23	570,10
420,44	658,16
420,65	711,41
420,87	744,17
421,08	697,07
421,30	686,83
421,51	637,68
421,73	727,79
421,94	688,88
422,15	754,41
422,37	774,89
422,58	684,78
422,80	713,46
423,01	799,47
423,22	746,22
423,44	860,91
423,65	934,64
423,87	850,67
424,08	1008,36
424,29	899,82
424,51	971,50
424,72	1127,15
424,94	1028,84
425,15	975,60
425,36	1219,30
425,58	1153,77
425,79	1180,39
426,01	1354,47
426,22	1231,59
426,43	1481,44
426,65	1354,47
426,86	1354,47
427,08	1508,07
427,29	1366,76
427,50	1503,97
427,72	1620,71
427,93	1475,30
428,14	1624,80
428,36	1825,50
428,57	1878,75
428,79	1915,61
429,00	1866,46
429,21	2024,16
429,43	2075,35
429,64	2216,66
429,85	2204,38
430,07	2515,67
430,28	2366,17
430,49	2458,32
430,71	2573,01
430,92	2806,48
431,14	2890,45
431,35	2861,77
431,56	2867,92
431,78	3197,64
431,99	3246,79
432,20	3558,08
432,42	3474,12
432,63	3785,41
432,84	3789,50
433,06	3621,57
433,27	3967,68
433,48	4291,26
433,70	4289,21
433,91	4326,07
434,12	4506,29
434,34	4819,63
434,55	4999,85
434,76	5401,26
434,98	5325,48
435,19	5558,95
435,40	5724,83
435,62	5986,97
435,83	6167,20
436,04	6421,14
436,26	6480,54
436,47	6443,67
436,68	6462,10
436,90	7203,47
437,11	7486,09
437,32	7711,36
437,54	8315,52
437,75	8198,78
437,96	8663,67
438,17	8798,84
438,39	8956,53
438,60	9126,51
438,81	9478,76
439,03	10097,25
439,24	10865,24
439,45	11283,02
439,67	10967,63
439,88	11319,89
440,09	11278,93
440,30	11788,87
440,52	12094,02
440,73	12952,12
440,94	13189,68
441,16	13384,24
441,37	13576,75
441,58	14375,45
441,80	15133,20
442,01	15096,34
442,22	15813,13
442,43	15739,40
442,65	16386,56
442,86	16120,32
443,07	17189,36
443,28	16714,24
443,50	17871,34
443,71	18645,47
443,92	18670,05
444,14	18489,82
444,35	19861,96
444,56	20040,14
444,77	20775,36
444,99	19880,39
445,20	20451,78
445,41	21320,12
445,62	21977,51
445,84	22722,98
446,05	22968,73
446,26	23626,13
446,47	22219,18
446,69	22700,45
446,90	24650,11
447,11	24342,92
447,32	23728,53
447,54	24357,25
447,75	24729,98
447,96	24340,87
448,17	24928,64
448,39	26229,10
448,60	25180,54
448,81	26630,50
449,02	26239,34
449,23	26978,65
449,45	28369,23
449,66	27244,89
449,87	27369,82
450,08	28246,35
450,30	28070,22
450,51	29155,65
450,72	28639,56
450,93	30892,32
451,15	29520,18
451,36	28782,92
451,57	29546,81
451,78	28608,84
451,99	30841,12
452,21	31770,90
452,42	30204,21
452,63	29903,15
452,84	29534,52
453,05	31000,87
453,27	30937,38
453,48	31029,54
453,69	30417,19
453,90	31021,34
454,11	31119,65
454,33	30443,82
454,54	31340,83
454,75	31643,93
454,96	31838,48
455,17	31076,64
455,39	30931,23
455,60	31987,99
455,81	32442,64
456,02	30337,32
456,23	29178,17
456,45	31002,91
456,66	29071,68
456,87	29391,16
457,08	31172,89
457,29	30722,34
457,50	29245,76
457,72	29430,07
457,93	28692,80
458,14	30908,71
458,35	30191,92
458,56	29786,42
458,77	28408,14
458,99	28963,14
459,20	28117,33
459,41	28815,68
459,62	27246,94
459,83	27808,08
460,04	28899,65
460,26	28893,51
